User ID,Entry Time,Exit Time,Time Spent (minutes)
201211,2024-11-21 13:26:54,2024-11-21 13:27:21,0.45
201211,2024-11-21 13:32:11,2024-11-21 13:33:00,0.00
201211,2024-11-21 13:33:48,2024-11-21 13:36:26,2.00
201211,2024-11-21 16:05:10,2024-11-21 16:05:20,0.00
